datetime,new_cases,hospitalizations,intensive,deaths,province
2020-04-09T00:00:00,63.285714285714285,24.285714285714285,2.142857142857143,7.0,vicenza
2020-04-10T00:00:00,62.57142857142857,25.142857142857142,1.8571428571428572,7.571428571428571,vicenza
2020-04-11T00:00:00,63.714285714285715,24.714285714285715,1.4285714285714286,8.0,vicenza
2020-04-12T00:00:00,59.42857142857143,24.428571428571427,2.2857142857142856,6.857142857142857,vicenza
2020-04-13T00:00:00,65.85714285714286,23.142857142857142,2.2857142857142856,6.571428571428571,vicenza
2020-04-14T00:00:00,73.14285714285714,22.142857142857142,2.5714285714285716,6.714285714285714,vicenza
2020-04-15T00:00:00,72.42857142857143,20.285714285714285,2.5714285714285716,6.142857142857143,vicenza
2020-04-16T00:00:00,72.28571428571429,17.857142857142858,2.4285714285714284,6.285714285714286,vicenza
2020-04-17T00:00:00,73.28571428571429,16.857142857142858,2.7142857142857144,4.857142857142857,vicenza
2020-04-18T00:00:00,67.0,15.714285714285714,2.5714285714285716,4.571428571428571,vicenza
2020-04-19T00:00:00,64.85714285714286,14.714285714285714,1.8571428571428572,5.0,vicenza
2020-04-20T00:00:00,61.285714285714285,13.285714285714286,1.2857142857142858,5.0,vicenza
2020-04-21T00:00:00,54.142857142857146,12.428571428571429,1.1428571428571428,5.428571428571429,vicenza
2020-04-22T00:00:00,54.0,11.285714285714286,1.0,5.285714285714286,vicenza
2020-04-23T00:00:00,55.285714285714285,11.142857142857142,1.2857142857142858,4.714285714285714,vicenza
2020-04-24T00:00:00,52.42857142857143,10.714285714285714,1.1428571428571428,5.857142857142857,vicenza
2020-04-25T00:00:00,52.142857142857146,10.0,1.2857142857142858,5.857142857142857,vicenza
2020-04-26T00:00:00,47.0,9.571428571428571,1.0,5.142857142857143,vicenza
2020-04-27T00:00:00,42.285714285714285,10.0,1.1428571428571428,4.857142857142857,vicenza
2020-04-28T00:00:00,36.285714285714285,10.714285714285714,0.7142857142857143,4.571428571428571,vicenza
2020-04-29T00:00:00,44.714285714285715,9.857142857142858,0.8571428571428571,4.857142857142857,vicenza
2020-04-30T00:00:00,38.42857142857143,10.285714285714286,0.7142857142857143,5.0,vicenza
