datetime,new_cases,hospitalizations,intensive,deaths,province
2020-10-18T00:00:00,96.14285714285714,8.285714285714286,1.1428571428571428,2.142857142857143,venezia
2020-10-19T00:00:00,99.14285714285714,9.571428571428571,1.1428571428571428,2.4285714285714284,venezia
2020-10-20T00:00:00,98.42857142857143,8.857142857142858,1.0,2.857142857142857,venezia
2020-10-21T00:00:00,107.14285714285714,9.571428571428571,0.8571428571428571,2.7142857142857144,venezia
2020-10-22T00:00:00,113.42857142857143,11.142857142857142,1.0,2.857142857142857,venezia
2020-10-23T00:00:00,120.57142857142857,10.857142857142858,1.1428571428571428,2.7142857142857144,venezia
2020-10-24T00:00:00,122.85714285714286,11.571428571428571,1.1428571428571428,2.857142857142857,venezia
2020-10-25T00:00:00,121.0,11.428571428571429,0.8571428571428571,3.4285714285714284,venezia
2020-10-26T00:00:00,133.28571428571428,10.428571428571429,0.8571428571428571,3.2857142857142856,venezia
2020-10-27T00:00:00,147.28571428571428,11.142857142857142,0.7142857142857143,3.142857142857143,venezia
2020-10-28T00:00:00,152.71428571428572,11.0,0.8571428571428571,3.4285714285714284,venezia
2020-10-29T00:00:00,165.42857142857142,11.285714285714286,0.8571428571428571,3.5714285714285716,venezia
2020-10-30T00:00:00,189.0,12.285714285714286,1.0,4.0,venezia
2020-10-31T00:00:00,191.57142857142858,13.285714285714286,0.8571428571428571,4.0,venezia
2020-11-01T00:00:00,216.0,13.428571428571429,1.1428571428571428,4.142857142857143,venezia
2020-11-02T00:00:00,233.28571428571428,15.857142857142858,1.2857142857142858,4.714285714285714,venezia
2020-11-03T00:00:00,263.7142857142857,17.714285714285715,1.5714285714285714,5.571428571428571,venezia
2020-11-04T00:00:00,283.57142857142856,18.714285714285715,1.5714285714285714,6.0,venezia
2020-11-05T00:00:00,294.7142857142857,19.571428571428573,1.7142857142857142,6.428571428571429,venezia
2020-11-06T00:00:00,311.7142857142857,21.0,1.7142857142857142,6.571428571428571,venezia
2020-11-07T00:00:00,329.7142857142857,20.714285714285715,1.8571428571428572,6.571428571428571,venezia
2020-11-08T00:00:00,339.2857142857143,23.0,2.2857142857142856,6.857142857142857,venezia
2020-11-09T00:00:00,361.42857142857144,23.428571428571427,2.2857142857142856,6.428571428571429,venezia
2020-11-10T00:00:00,358.7142857142857,22.428571428571427,2.2857142857142856,6.142857142857143,venezia
2020-11-11T00:00:00,390.2857142857143,22.714285714285715,2.142857142857143,6.0,venezia
2020-11-12T00:00:00,422.85714285714283,23.714285714285715,2.0,7.142857142857143,venezia
2020-11-13T00:00:00,438.0,24.142857142857142,2.0,7.857142857142857,venezia
2020-11-14T00:00:00,455.2857142857143,25.428571428571427,2.4285714285714284,10.0,venezia
2020-11-15T00:00:00,469.14285714285717,27.0,2.2857142857142856,10.142857142857142,venezia
2020-11-16T00:00:00,480.2857142857143,27.285714285714285,3.2857142857142856,10.428571428571429,venezia
2020-11-17T00:00:00,505.42857142857144,28.857142857142858,3.2857142857142856,10.428571428571429,venezia
2020-11-18T00:00:00,492.0,30.571428571428573,3.5714285714285716,10.714285714285714,venezia
2020-11-19T00:00:00,489.2857142857143,31.714285714285715,4.0,10.571428571428571,venezia
2020-11-20T00:00:00,474.7142857142857,30.857142857142858,4.571428571428571,11.857142857142858,venezia
2020-11-21T00:00:00,465.57142857142856,32.0,4.714285714285714,11.285714285714286,venezia
